时间t(s),浮子垂荡位移zf(m),浮子垂荡速度dzf/dt(m/s),浮子纵摇角位移θf(rad),浮子纵摇角速度dθf/dt(rad/s),振子垂荡位移zo(m),振子垂荡速度dzo/dt(m/s),振子纵摇角位移θo(rad),振子纵摇角速度dθo/dt(rad/s)
17.4,-0.09115635013,1.404454993,-0.02925760828,-0.06727705276,-0.1172527996,1.544555175,-0.03038191367,-0.06935234818
17.6,0.1879713408,1.357436514,-0.04127353744,-0.05112755746,0.1907597359,1.503082394,-0.04276037077,-0.05261959182
17.8,0.4405645929,1.142322328,-0.0490742754,-0.02550843514,0.4714955058,1.275128312,-0.05077458841,-0.02610663444
18,0.6356047821,0.7883484221,-0.05103849292,0.006652709828,0.6904131487,0.8918476608,-0.0527505876,0.007157441066
18.2,0.7496998392,0.3416787436,-0.04623843141,0.0414170336,0.8211940498,0.4033762725,-0.04773191722,0.04309812446
18.4,0.7698883583,-0.1406925899,-0.03459656286,0.07430858302,0.8489063065,-0.1278118393,-0.03564155076,0.07708613863
18.6,0.6950837102,-0.5982919501,-0.01693850161,0.100867166,0.7716800304,-0.634981919,-0.01733646846,0.1045093248
18.8,0.5360020423,-0.9748116727,0.005067018876,0.1172132491,0.6007110169,-1.055594947,0.005454603008,0.1213569466
19,0.3136134626,-1.225075677,0.02907657097,0.1205558178,0.3586258183,-1.339062432,0.03030557101,0.1247451025
19.2,0.05634177219,-1.320459191,0.05233097119,0.1095800413,0.07644821664,-1.452832818,0.05436097819,0.1133175416
19.4,-0.2036087829,-1.252113333,0.07197545511,0.08466519059,-0.210421296,-1.386077919,0.0746673275,0.08747099837
19.6,-0.4343198654,-1.031639618,0.08540377869,0.04790288441,-0.4666862672,-1.150570595,0.08852911299,0.04937383217
19.8,-0.6081005816,-0.6891914433,0.09058525895,0.002909209619,-0.6615230779,-0.7787115677,0.09384715936,0.002771367242
20,-0.7048147398,-0.2693056118,0.08633493188,-0.04555122621,-0.7722938753,-0.3190254988,0.08939805461,-0.04740327419
20.2,-0.7141939546,0.1749544958,0.07249293813,-0.09208859496,-0.7871561039,0.1702421042,0.07501961763,-0.09557088886
20.4,-0.6368742961,0.5887658009,0.04998930074,-0.1312996365,-0.7062713807,0.6285733394,0.05167774384,-0.1361393636
20.6,-0.4840609396,0.9223518213,0.02078329805,-0.1583976674,-0.541500003,1.000710605,0.021403459,-0.1641556824
20.8,-0.2758992026,1.136978417,-0.0123188386,-0.1697872481,-0.3146599032,1.243330195,-0.01289594256,-0.1759006287
21,-0.03878926381,1.209416411,-0.04594984942,-0.1635152431,-0.05460571984,1.330050065,-0.04773298748,-0.1693554755
21.2,0.1979938419,1.134362912,-0.07654049798,-0.1395433729,0.2064770306,1.254199106,-0.07941177054,-0.1444839391
21.4,0.4059381939,0.9245844342,-0.1007121739,-0.09980726875,0.4370822657,1.029073834,-0.1044343915,-0.1032931095
21.6,0.5607359366,0.6088366886,-0.1156588468,-0.04805128062,0.610195125,0.6857311637,-0.1198963347,-0.04966227945
21.8,0.6451112475,0.2278905366,-0.1194745954,0.01054595749,0.706443121,0.2686713103,-0.123825477,0.01104478986
22,0.6507087107,-0.1707829038,-0.1113884182,0.06991589329,0.7162215341,-0.1699853416,-0.1154250921,0.07254350642
22.2,0.5788421411,-0.5389689349,-0.09187798756,0.1237550101,0.6405668001,-0.5770585515,-0.0951915203,0.1283065177
22.4,0.4400506681,-0.8335552649,-0.06264734579,0.1662176339,0.4907134491,-0.9047742669,-0.06489097773,0.1722809587
22.6,0.2525567072,-1.021557096,-0.02646875073,0.1925686885,0.2864338269,-1.116348371,-0.02739572601,0.1995642225
22.8,0.03985093015,-1.083739735,0.01309576578,0.1997222174,0.05340493087,-1.19003972,0.01360428654,0.2069614594
23,-0.1722729614,-1.016452368,0.05206381557,0.1866037293,-0.1800440346,-1.121238236,0.0539839663,0.1933607004
23.2,-0.3588566363,-0.8315211812,0.08645318696,0.1542938352,-0.3863883318,-0.9224124732,0.0896185327,0.1598815554
23.4,-0.4987057284,-0.5542928636,0.1127075034,0.1059350418,-0.5421454324,-0.6210099347,0.1168242834,0.1097787193
23.6,-0.5767665313,-0.2201402481,0.1280800405,0.04641017968,-0.6305145013,-0.2556485755,0.1327560417,0.04810905469
23.8,-0.5856892671,0.1300859173,0.1309330499,-0.01817325604,-0.6431262775,0.128869954,0.1357171273,-0.01880227967
24,-0.5264249295,0.4550700725,0.1209190808,-0.08113653896,-0.5807312863,0.4870767378,0.1253471573,-0.08403835462
24.2,-0.4078246308,0.7178926123,0.09902375187,-0.1359488686,-0.4527887855,0.7782000037,0.1026663968,-0.1408350791
24.4,-0.2453302371,0.8901690654,0.06746474298,-0.1769325695,-0.2760514008,0.9707471825,0.06997123676,-0.1833113987
24.6,-0.05894849383,0.9550125729,0.02945772775,-0.1998760194,-0.07235506331,1.045799231,0.03059189098,-0.2071040097
24.8,0.1292237792,0.9085272769,-0.01112524945,-0.2024862192,0.1340922677,0.9986909527,-0.0114612944,-0.209836098
25,0.297616005,0.7597289754,-0.05016751223,-0.1846308498,0.3195849314,0.8389594083,-0.05192416333,-0.1913681608
25.2,0.42763275,0.5289798171,-0.08374442138,-0.1483432647,0.4636164332,0.5886530335,-0.08673092849,-0.1538034068
25.4,0.5056610656,0.2451928692,-0.1085371128,-0.09759045248,0.551096175,0.2792812905,-0.1124426549,-0.1012477488
25.6,0.5244269774,-0.05780880995,-0.1221781311,-0.03783055514,0.5738544883,-0.05217256235,-0.1266052756,-0.03935188361
25.8,0.4835772841,-0.3453181562,-0.1234915261,0.02458998371,0.5312984038,-0.3676687893,-0.1279983752,0.02531272114
26,0.3894576346,-0.5856773165,-0.1126018857,0.0831317998,0.4301849885,-0.6324322293,-0.1167482994,0.0859737208
26.2,0.2541504007,-0.753679304,-0.09090149157,0.1317726416,0.2835810454,-0.8186936033,-0.09429437536,0.1363930566
26.4,0.09391563192,-0.8330861401,-0.06088063012,0.1656529945,0.1091658604,-0.908463354,-0.06321343365,0.1715355402
26.6,-0.07276289398,-0.8180325588,-0.02584126935,0.1815860004,-0.07290164293,-0.8950838007,-0.02692353474,0.188097044
26.8,-0.2272920454,-0.7132229938,0.01047288469,0.1783761782,-0.2422942601,-0.7834582407,0.01069893948,0.184834824
27,-0.3530052321,-0.5329685818,0.04428795699,0.1569134413,-0.3807444786,-0.5890087092,0.0457453657,0.1626652657
27.2,-0.4369030011,-0.2992345333,0.07220692902,0.1200345556,-0.4739515117,-0.3355499384,0.07469633953,0.1245208804
27.4,-0.4709256941,-0.03896385788,0.09156702906,0.07217053108,-0.5129784304,-0.05237179082,0.09479183334,0.07498565988
27.6,-0.4526453218,0.2189970661,0.1007085607,0.01882247466,-0.4950160661,0.2291128684,0.1043097427,0.01975277647
27.8,-0.3853315721,0.447025516,0.09912675209,-0.03407257759,-0.4234645945,0.4787767311,0.1027233844,-0.03503171904
28,-0.2774147923,0.6215743701,0.08749182339,-0.08081253767,-0.3073579317,0.6708854715,0.09072259995,-0.08346333283
28.2,-0.1414297605,0.7254716681,0.06753761279,-0.1165612385,-0.160222507,0.7866025216,0.07009878665,-0.1205323974
28.4,0.007427601893,0.7494649374,0.04183401357,-0.1378683996,0.001485590664,0.8156717962,0.04350961917,-0.1426625674
28.6,0.1529665627,0.6928960134,0.01347146014,-0.1430211033,0.1601867673,0.7571560423,0.01415266573,-0.1480750197
28.8,0.2797133532,0.5634845457,-0.0143047236,-0.132189397,0.2990346929,0.6192092205,-0.01461297912,-0.136939632
29,0.374495281,0.3762854115,-0.03846719758,-0.1073528401,0.4036362814,0.4179555087,-0.03965263425,-0.1112994528
29.2,0.4277447925,0.1519592587,-0.05654369896,-0.07202028409,0.4634702437,0.1756269839,-0.05840503642,-0.07478114212
29.4,0.4344048422,-0.08544894745,-0.06688024248,-0.03077895994,0.4728762714,-0.08182884284,-0.06915495302,-0.03212867768
29.6,0.3943597046,-0.3109941577,-0.06880155807,0.01127171353,0.4315331268,-0.3274245997,-0.07119950583,0.01138235376
29.8,0.3123627991,-0.5013367255,-0.06265237299,0.04913349671,0.3443949216,-0.5358326049,-0.06489121655,0.05057941816
30,0.1974808746,-0.6370362493,-0.04971736952,0.0784971566,0.2211060284,-0.6858594257,-0.05155550229,0.08100140259
30.2,0.06211805178,-0.7044279672,-0.03203193906,0.09623598232,0.07496219925,-0.7624760172,-0.0332951376,0.09940951259
30.4,-0.07927961988,-0.6969181193,-0.0121085354,0.1007481847,-0.07847493547,-0.7582291738,-0.01270732657,0.1041418946
30.6,-0.2117109097,-0.6155881994,0.007386969744,0.09210990692,-0.2229734727,-0.6739166962,0.007451031637,0.09527234877
30.8,-0.3211532532,-0.4690587558,0.02396910727,0.07202344367,-0.3432832199,-0.518472607,0.02460868709,0.07455715861
31,-0.3959959888,-0.2726272346,0.03563635167,0.04356975889,-0.4266862794,-0.3080757562,0.03669413318,0.04517940779
31.2,-0.428234504,-0.04675710996,0.04110811115,0.01079760431,-0.464297769,-0.06456107787,0.04238091309,0.01132417688
31.4,-0.4143081272,0.184946966,0.0399673642,-0.02179925105,-0.451990258,0.1867265825,0.0412353588,-0.02236210598
31.6,-0.3554965483,0.3980952231,0.03269285625,-0.04985222127,-0.3908487922,0.4194449264,0.03375010135,-0.05136147958
31.8,-0.2578298158,0.5699826861,0.02057831833,-0.06966588191,-0.2871056374,0.6089041611,0.02126070762,-0.07185136591
32,-0.1315124949,0.6819380586,0.005549924107,-0.07867721888,-0.1515519698,0.7346054201,0.005757030562,-0.08117976948
32.2,0.01009033745,0.7213190298,-0.01009448071,-0.07577071553,0.001526114926,0.7824188902,-0.01038639387,-0.0781913927
32.4,0.1518130898,0.6829452084,-0.02399142806,-0.06141150803,0.1557920449,0.7461756512,-0.02472682583,-0.06336557015
32.6,0.2782658723,0.5698048915,-0.03402481358,-0.03758097,0.2945474163,0.6284926979,-0.03507701389,-0.03874981925
32.8,0.3754705165,0.3929358876,-0.03860673687,-0.007523041948,0.4024987871,0.4407168239,-0.03979566902,-0.007697590496
33,0.4323876858,0.1704591334,-0.0368911103,0.02466745618,0.4674217364,0.2019556102,-0.03800841924,0.02555748064
33.2,0.442170682,-0.07416980039,-0.02889319779,0.05456413198,0.4815440757,-0.06274411203,-0.02973147381,0.05643869055
33.4,0.4030032412,-0.3145404071,-0.01549975201,0.07797243722,0.442491531,-0.3249170727,-0.01588212894,0.08060905177
33.6,0.3184166245,-0.5240713368,0.001632194351,0.09146818566,0.3536784633,-0.5556627932,0.001825902699,0.0945283488
33.8,0.1970327358,-0.6789154163,0.02027616519,0.09284494199,0.2240803876,-0.7287902623,0.02109022156,0.09591593948
34,0.05174013249,-0.7606728002,0.03791269079,0.08141479139,0.067389337,-0.8237875423,0.03930568885,0.08406188417
34.2,-0.1016274329,-0.758603177,0.05204790501,0.05812443719,-0.09937891974,-0.8282794759,0.05389397178,0.05994702512
34.4,-0.2459818075,-0.6710670167,0.06053536469,0.02547065356,-0.2576925911,-0.7396746661,0.06263641595,0.02615548264
34.6,-0.3648651753,-0.505998484,0.06186137194,-0.01277677411,-0.3895404452,-0.565777904,0.06396915161,-0.01341202294
34.8,-0.4443234963,-0.2803128095,0.05535807163,-0.05201321477,-0.4794765937,-0.3242502357,0.05720346937,-0.05399153191
35,-0.4745555523,-0.01826868206,0.04131692577,-0.08734738912,-0.5164416759,-0.04092553162,0.04264311898,-0.09052304446
35.2,-0.4511408986,0.2510713399,0.02098686814,-0.1141948153,-0.4951437819,0.2528740562,0.02158229195,-0.1182645266
35.4,-0.3756901693,0.4970267782,-0.003544855725,-0.1288456286,-0.4168236772,0.5237567249,-0.003817773491,-0.1333793871
35.6,-0.2558216704,0.6907874567,-0.02957707154,-0.128938196,-0.2892928244,0.7400467787,-0.03076105052,-0.1334264613
35.8,-0.1044429057,0.8088078794,-0.05409939138,-0.1137804024,-0.1262129715,0.8755091402,-0.05613208647,-0.1176923587
36,0.06160359526,0.8357046066,-0.07414238795,-0.08447792762,0.05432608777,0.9125712587,-0.07685838199,-0.0873240776
36.2,0.223393478,0.7662948302,-0.08713239685,-0.04385123918,0.2317888087,0.8446409323,-0.09027753335,-0.045242976
36.4,0.36207178,0.6065016406,-0.0912089222,0.003852203939,0.3855224515,0.6772092924,-0.09446564956,0.004153177274
36.6,0.4610582042,0.3729762872,-0.08546637653,0.05341980872,0.4971686596,0.4275612421,-0.08848744293,0.05546827127
36.8,0.5080471603,0.09143645822,-0.07009019481,0.09925819366,0.5528750533,0.1230765956,-0.07253699065,0.1029126676
37,0.4965586665,-0.2061250916,-0.04636929075,0.1360334622,0.5450375166,-0.2017246655,-0.04795050964,0.1409658766
37.2,0.4268417223,-0.4850643923,-0.01658100699,0.1592935108,0.4733507652,-0.5090810335,-0.01708716594,0.1650206205
37.4,0.306003055,-0.712133376,0.01624048875,0.1659997123,0.3450205275,-0.7623934091,0.01691074263,0.1719330844
37.6,0.1473234498,-0.8594750971,0.04862771407,0.1549050328,0.1740870797,-0.9306182696,0.05045271748,0.1604142133
37.8,-0.03117912977,-0.9080821323,0.07705965568,0.1267327658,-0.02008418454,-0.9921174487,0.07989322112,0.1312146342
38,-0.2087874385,-0.8502830468,0.09835521873,0.08413266009,-0.2149867367,-0.937480701,0.101938968,0.08707916753
38.2,-0.3644943311,-0.6909271661,0.1100356119,0.03141669074,-0.3875863673,-0.7709477178,0.1140240461,0.03247325364
38.4,-0.4795025004,-0.4470875553,0.1106139558,-0.02589786955,-0.517059717,-0.5102167916,0.1146096937,-0.02689008165
38.6,-0.5395148111,-0.1462788142,0.09977824681,-0.08168801,-0.5873297985,-0.1846194594,0.1033736751,-0.08467090028
38.8,-0.5365331329,0.1766312219,0.07844561655,-0.1299003096,-0.5890864188,0.1681589262,0.08126641901,-0.1346014591
39,-0.4699364161,0.4834712583,0.04868025595,-0.1652259582,-0.5210342935,0.5064485912,0.05042602192,-0.1711850072
39.2,-0.3466912008,0.7373058563,0.01348279252,-0.1836988684,-0.3901997221,0.7895465453,0.01396017381,-0.1903149833
39.4,-0.1806503791,0.9069203189,-0.02352645639,-0.1831485385,-0.2112379026,0.9826567901,-0.02438178296,-0.1897438671
39.6,0.008993415693,0.9707009536,-0.05849575734,-0.1634554589,-0.004804080515,1.06121372,-0.0606108511,-0.1693476406
39.8,0.1999284711,0.9194225988,-0.08775886073,-0.1265790404,0.204832099,1.014045087,-0.09093002343,-0.1311547723
40,0.3693612514,0.7575795628,-0.1082341572,-0.07635375289,0.3926530252,0.8449623252,-0.1121475743,-0.07913524813
40.2,0.4967566043,0.5030684378,-0.1177615033,-0.01807544612,0.5358997278,0.5725517755,-0.1220258381,-0.01877238384
40.4,0.5663486865,0.1852310601,-0.1153389736,0.0420763098,0.6168542302,0.2281584084,-0.1195264003,0.04353514829
40.6,0.5691124773,-0.1585312984,-0.1012329402,0.09771534633,0.6250540326,-0.1477228758,-0.1049241553,0.1011742991
40.8,0.5039465846,-0.4871809912,-0.07694905482,0.1429495934,0.5586588396,-0.5102321822,-0.07977736211,0.14804308
41,0.3779107762,-0.7609778067,-0.04506731102,0.1730267312,0.4247891628,-0.8155367071,-0.04675697454,0.1792190732
41.2,0.2054753135,-0.9463252415,-0.008959611296,0.1848523909,0.2387799773,-1.026176227,-0.009354308665,0.191496056
41.4,0.006859926383,-1.019932459,0.02757857337,0.1773229581,0.02242520172,-1.115703668,0.02850026157,0.1837287417
41.6,-0.1943467563,-0.9717709569,0.06074128777,0.1514360733,-0.1985859784,-1.072039835,0.06286497499,0.1569474145
41.8,-0.3740055064,-0.8064467217,0.08712385107,0.1101671426,-0.3977377298,-0.8991123005,0.09021303076,0.1142303381
42,-0.5103433114,-0.5427995063,0.1040875369,0.0581266719,-0.5508918455,-0.6165550988,0.1078102469,0.0603492456
42.2,-0.5866132845,-0.2117576929,0.1100369139,0.001037989901,-0.6392371579,-0.2574830234,0.1140023435,0.001228843876
42.4,-0.5931697773,0.1473069159,0.1045796124,-0.05490490341,-0.6516204085,0.135407281,0.1083805402,-0.05671785046
42.6,-0.5286991475,0.4912920152,0.08855169231,-0.1037263315,-0.5859670213,0.5149474583,0.09180803188,-0.1073027587
42.8,-0.4004477695,0.7785767776,0.06390702876,-0.140326833,-0.4496091881,0.8352022774,0.06630568736,-0.1452438891
43,-0.2234105652,0.9740972245,0.03348447139,-0.1610360048,-0.2584713008,1.05707316,0.03481118818,-0.1667378377
43.2,-0.01857066771,1.053660598,0.0006802097468,-0.1639987795,-0.03520279933,1.153110706,0.0008399891565,-0.1698599452
43.4,0.1896019428,1.006963186,-0.03093675887,-0.1493530071,0.1935213941,1.110938563,-0.03191268517,-0.1547484774
43.6,0.3760924915,0.8389320197,-0.05802209084,-0.1191803147,0.4002087385,0.934857944,-0.05998330169,-0.1235541353
